seed,name,family,history,latest_only,seconds,origin,patients,positives,selected,captured,recall,precision,lift,ap
43,logistic_unweighted_0,logistic_regression,False,False,0.15506029999960447,reused exact prior development predictions,344,37,35,16,0.43243243243243246,0.45714285714285713,4.25019305019305,0.46929372974642
43,logistic_unweighted_1,logistic_regression,False,False,0.1807294999998703,reused exact prior development predictions,344,37,35,16,0.43243243243243246,0.45714285714285713,4.25019305019305,0.43722770668969063
43,logistic_unweighted_2,logistic_regression,False,False,0.2281193999988318,reused exact prior development predictions,344,37,35,15,0.40540540540540543,0.42857142857142855,3.9845559845559846,0.42879280175525564
43,logistic_unweighted_3,logistic_regression,False,False,0.2304182000007131,reused exact prior development predictions,344,37,35,14,0.3783783783783784,0.4,3.718918918918919,0.42111988113825716
43,tabpfn_30,tabpfn,False,False,239.32637270000123,reused exact prior development predictions,344,37,35,15,0.40540540540540543,0.42857142857142855,3.9845559845559846,0.4434815427951597
43,tabpfn_full,tabpfn,False,False,487.24680490000173,reused exact prior development predictions,344,37,35,16,0.43243243243243246,0.45714285714285713,4.25019305019305,0.4811117894464321
43,cat_wide_all_d3,catboost,False,False,3.1205832999985432,new fit,344,37,35,16,0.43243243243243246,0.45714285714285713,4.25019305019305,0.4830332662382949
43,cat_wide_all_d5,catboost,False,False,4.114622699999018,new fit,344,37,35,16,0.43243243243243246,0.45714285714285713,4.25019305019305,0.4877175954393697
43,xgb_wide_all_d2,xgboost,False,False,3.110647199999221,new fit,344,37,35,15,0.40540540540540543,0.42857142857142855,3.9845559845559846,0.48780703621434557
43,xgb_wide_all_d3,xgboost,False,False,1.0438762000012503,new fit,344,37,35,15,0.40540540540540543,0.42857142857142855,3.9845559845559846,0.47851916350523727
43,lgb_wide_all,lgbm_capacity,False,False,1.512647100000322,new fit,344,37,35,15,0.40540540540540543,0.42857142857142855,3.9845559845559846,0.44247057468774426
43,lr_wide_all_0.01,logistic_regression,False,False,0.21802199999729055,new fit,344,37,35,16,0.43243243243243246,0.45714285714285713,4.25019305019305,0.46929372974642
43,lr_wide_all_0.1,logistic_regression,False,False,0.3526287000022421,new fit,344,37,35,16,0.43243243243243246,0.45714285714285713,4.25019305019305,0.4374156140519059
43,cat_wide_latest_d3,catboost,False,True,1.5410599000024376,new fit,344,37,35,15,0.40540540540540543,0.42857142857142855,3.9845559845559846,0.4462629511263027
43,cat_wide_latest_d5,catboost,False,True,2.562259799997264,new fit,344,37,35,15,0.40540540540540543,0.42857142857142855,3.9845559845559846,0.4779345932572155
43,xgb_wide_latest_d2,xgboost,False,True,0.7240373999993608,new fit,344,37,35,15,0.40540540540540543,0.42857142857142855,3.9845559845559846,0.4700761632782514
43,xgb_wide_latest_d3,xgboost,False,True,0.7360699999990175,new fit,344,37,35,15,0.40540540540540543,0.42857142857142855,3.9845559845559846,0.47708235704455615
43,lgb_wide_latest,lgbm_capacity,False,True,0.8314362000019173,new fit,344,37,35,17,0.4594594594594595,0.4857142857142857,4.5158301158301155,0.44448313229786435
43,lr_wide_latest_0.01,logistic_regression,False,True,0.13881489999766927,new fit,344,37,35,15,0.40540540540540543,0.42857142857142855,3.9845559845559846,0.45472494180297107
43,lr_wide_latest_0.1,logistic_regression,False,True,0.15027920000284212,new fit,344,37,35,16,0.43243243243243246,0.45714285714285713,4.25019305019305,0.4378268484996878
43,lambda_False,lambdarank,False,True,1.2469133000013244,new fit,344,37,35,15,0.40540540540540543,0.42857142857142855,3.9845559845559846,0.4759950900989682
43,rank_mlp_False_0.0,rank_mlp,False,True,4.284872800002631,new fit,344,37,35,16,0.43243243243243246,0.45714285714285713,4.25019305019305,0.4667604543626639
43,rank_mlp_False_1.0,rank_mlp,False,True,1.8467940999980783,new fit,344,37,35,17,0.4594594594594595,0.4857142857142857,4.5158301158301155,0.46249347373644356
43,cat_history_all_d3,catboost,True,False,5.723848000001453,new fit,344,37,35,15,0.40540540540540543,0.42857142857142855,3.9845559845559846,0.48029319145379573
43,cat_history_all_d5,catboost,True,False,8.10951439999917,new fit,344,37,35,15,0.40540540540540543,0.42857142857142855,3.9845559845559846,0.47612580693026935
43,xgb_history_all_d2,xgboost,True,False,3.716828299999179,new fit,344,37,35,15,0.40540540540540543,0.42857142857142855,3.9845559845559846,0.4775776237816028
43,xgb_history_all_d3,xgboost,True,False,3.8227571999996144,new fit,344,37,35,16,0.43243243243243246,0.45714285714285713,4.25019305019305,0.4633302698868982
